lat_coords,lng_coords,city,country,Temp,Humidity,Cloudiness,Wind Speed,Latitude,Longitude
-9.57618696624894,116.45225632486466,praya,id,78.8,94,40,2.95,-8.71,116.27
-32.16762948955844,135.85489805775893,flinders,au,69.8,83,90,3.36,-34.58,150.85
69.72317356353392,12.916890943999789,gravdal,no,33.08,100,88,9.17,59.79,5.78
31.431701274254024,-109.78911256293492,naco,mx,61,13,1,13.87,31.32,-109.94
1.548764096313704,-22.634353796452643,goderich,sl,,,,,,
-10.611272633278517,30.545582510271373,luwingu,zm,61.85,100,92,4.52,-10.26,29.92
-7.5182414615054824,28.024297209693344,manono,cd,68.28,98,92,1.72,-7.3,27.4
7.722670841055077,125.0340238090833,san jose,ph,72.02,97,88,2.62,15.79,120.99
-33.23954118423869,-76.42944246416602,constitucion,cl,59.55,95,0,4.52,-35.33,-72.42
-4.472957760218748,-65.80082827662518,carauari,br,80.07,84,8,3.62,-4.88,-66.9
27.771428471620027,66.96098559045524,khuzdar,pk,46.82,86,36,3.06,27.8,66.62
57.18028434654434,0.6065421954681653,boddam,gb,35.6,100,90,2.24,57.47,-1.78
-17.415204025963504,-45.58749765125745,buritizeiro,br,82.32,46,80,6.98,-17.37,-44.96
38.38936965767965,-121.15190587567415,galt,us,65.26,59,1,5.82,38.25,-121.3
-29.31837122118617,-76.04385009864197,coquimbo,cl,64.4,72,20,11.41,-29.95,-71.34
-0.9949908400939478,120.27637951519199,palu,id,69.18,92,36,2.06,-0.9,119.87
30.4944676485008,82.34320790766816,jumla,np,17.79,74,0,2.95,29.28,82.18
56.29214912596737,-74.54265961445594,chapais,ca,-29.21,73,1,2.24,49.78,-74.86
38.38382066831497,-88.9068543656792,mount vernon,us,36.82,93,90,3.36,38.73,-77.1
3.9102833582212497,49.59200345336944,hobyo,so,74.04,89,0,15.03,5.35,48.53
60.80241450002606,-155.68908403888898,homer,us,28.04,65,1,4.7,59.64,-151.54
43.990997034738996,149.63253213807553,sentyabrskiy,ru,,,,,,
-1.9291171448597169,-37.53041664979983,caucaia,br,78.8,94,40,5.82,-3.73,-38.66
-46.059133928845874,173.50362061062629,southbridge,nz,75.2,31,12,11.41,-43.81,172.25
-33.38278843658123,142.01264024276128,mildura,au,71.6,37,92,10.29,-34.18,142.16
19.478561350601595,38.54273945150385,sawakin,sd,68,88,40,4.52,19.1,37.33
49.251950022330504,97.70537304971094,kungurtug,ru,-26.81,33,8,2.39,50.6,97.53
10.316065530130714,-89.21876030895926,corinto,ni,85.7,41,0,7.54,12.48,-87.17
64.84951957099304,4.843975641841979,roald,no,28.89,100,80,9.17,62.58,6.12
